KalmanPitch,KalmanYaw,LinearAccelMag,TotalAccelMag,GyroMag,lat,lng,kecepatan,sat,throttle,arus,millis,attempt
1.29,-5.67,0.41,9.89,0.92,-6.91034,107.67556,0.93,12,0,90.03,11404090,1
1.27,-5.67,0.26,9.93,0.84,-6.910339,107.67556,0.65,12,0,91.55,11404298,1
1.3,-5.7,0.32,9.81,0.95,-6.910339,107.675552,0.54,12,0,91.55,11404506,1
1.36,-5.71,0.23,9.9,1.08,-6.910339,107.675552,0.67,12,0,91.55,11404714,1
1.38,-5.77,0.12,9.9,1.07,-6.910339,107.675552,0.48,12,0,91.55,11404921,1
1.43,-5.73,0.31,9.97,0.76,-6.910339,107.675552,0.48,12,0,91.55,11405129,1
1.46,-5.87,0.34,9.9,1.45,-6.910339,107.675552,0.54,12,0,91.55,11405339,1
1.45,-5.85,0.39,9.84,0.79,-6.910339,107.675552,0.54,12,0,0.0,11405547,1
1.4,-5.88,0.32,9.92,1.01,-6.910339,107.675552,0.31,12,0,90.03,11405755,1
1.35,-5.98,0.47,9.86,1.26,-6.910339,107.675552,0.63,12,0,91.55,11405963,1
1.4,-5.79,0.36,9.87,0.65,-6.910339,107.675552,0.63,12,0,90.03,11406171,1
1.43,-5.82,0.13,9.91,0.87,-6.910339,107.675552,0.39,12,0,90.03,11406379,1
1.42,-5.78,0.29,9.82,0.55,-6.910339,107.675552,0.44,12,0,90.03,11406587,1
1.46,-5.8,0.29,9.9,0.93,-6.91034,107.675552,0.19,12,0,91.55,11406797,1
1.45,-5.78,0.31,9.86,0.69,-6.91034,107.675552,0.43,12,0,90.03,11407005,1
1.44,-5.8,0.36,10.0,0.98,-6.91034,107.675552,0.43,12,0,91.55,11407213,1
1.41,-5.87,0.38,9.87,1.06,-6.91034,107.675552,0.09,12,0,90.03,11407426,1
1.39,-5.99,0.39,9.83,1.42,-6.910341,107.675552,0.22,12,0,90.03,11407633,1
1.39,-6.08,0.34,9.93,1.31,-6.910341,107.675552,0.3,12,0,90.03,11407841,1
1.42,-5.97,0.6,9.75,0.57,-6.910341,107.675552,0.5,12,0,91.55,11408049,1
1.38,-5.93,0.44,9.94,0.68,-6.910342,107.675552,0.04,12,0,91.55,11408259,1
1.34,-5.99,0.43,9.96,0.99,-6.910342,107.675552,0.04,12,0,90.03,11408467,1
1.35,-6.08,0.24,9.91,1.18,-6.910342,107.675545,0.17,12,0,90.03,11408675,1
1.39,-6.09,0.46,10.02,0.98,-6.910343,107.675545,0.31,12,0,91.55,11408883,1
1.35,-6.09,0.36,9.88,0.73,-6.910343,107.675545,0.52,12,0,91.55,11409091,1
1.31,-5.97,0.62,9.94,0.37,-6.910343,107.675545,0.2,12,0,91.55,11409299,1
1.38,-5.98,0.2,9.83,0.85,-6.910344,107.675545,0.07,12,0,90.03,11409509,1
1.38,-6.42,0.35,9.54,2.84,-6.910344,107.675545,0.39,12,0,90.03,11409717,1
1.32,-3.29,0.65,10.3,14.6,-6.910344,107.675545,0.28,12,0,90.03,11409925,1
1.33,-3.34,0.44,9.86,0.74,-6.910344,107.675545,0.28,12,0,91.55,11410133,1
1.36,-3.45,0.37,9.93,1.03,-6.910344,107.675545,0.2,12,0,90.03,11410341,1
1.37,-3.41,0.47,9.99,0.42,-6.910344,107.675545,0.28,12,0,90.03,11410549,1
1.4,-3.41,0.39,9.89,0.68,-6.910344,107.675545,0.44,12,0,91.55,11410757,1
1.38,-3.47,0.34,9.88,0.82,-6.910344,107.675545,0.44,12,0,90.03,11410972,1
1.37,-3.57,0.34,10.05,1.01,-6.910344,107.675545,0.39,12,0,90.03,11411180,1
1.35,-4.04,0.19,9.72,2.78,-6.910344,107.675545,0.3,12,0,90.03,11411388,1
1.42,-4.51,0.42,9.81,2.76,-6.910344,107.675545,0.22,12,0,90.03,11411596,1
1.37,-4.94,0.11,9.7,2.61,-6.910344,107.675545,0.52,12,0,90.03,11411804,1
1.46,-4.55,0.73,10.2,1.44,-6.910344,107.675545,0.26,12,0,90.03,11412011,1
1.42,-4.79,0.36,9.66,1.63,-6.910344,107.675545,0.26,12,0,90.03,11412220,1
1.51,-5.24,0.11,9.75,2.86,-6.910344,107.675545,0.13,12,0,90.03,11412431,1
1.57,-5.23,0.27,9.84,0.81,-6.910344,107.675545,0.31,12,0,90.03,11412639,1
1.55,-5.29,0.24,9.82,0.96,-6.910344,107.675545,0.31,12,0,90.03,11412847,1
1.48,-5.06,0.61,9.98,0.6,-6.910343,107.675545,0.19,12,0,91.55,11413054,1
1.47,-5.08,0.24,9.82,0.81,-6.910343,107.675545,0.09,12,0,90.03,11413261,1
1.47,-5.2,0.24,9.8,1.27,-6.910343,107.675545,0.07,12,0,91.55,11413469,1
1.48,-5.29,0.15,9.84,1.07,-6.910343,107.675545,0.19,12,0,90.03,11413676,1
1.45,-5.37,0.19,9.74,1.06,-6.910343,107.675545,0.24,12,0,90.03,11413886,1
1.45,-5.48,0.14,9.86,1.24,-6.910343,107.675545,0.24,12,0,91.55,11414094,1
1.43,-5.43,0.22,9.79,0.54,-6.910343,107.675545,0.22,12,0,91.55,11414302,1
1.47,-5.2,0.53,9.91,0.83,-6.910343,107.675545,0.26,12,0,91.55,11414510,1
1.43,-5.19,0.27,9.69,0.84,-6.910342,107.675545,0.19,12,0,90.03,11414723,1
1.45,-5.65,0.38,9.75,2.81,-6.910342,107.675545,0.13,12,0,90.03,11414930,1
1.38,-5.53,0.76,9.82,0.48,-6.910342,107.675545,0.52,12,0,90.03,11415138,1
1.5,-5.7,0.45,10.06,1.64,-6.910342,107.675545,0.24,12,0,90.03,11415347,1
1.51,-6.08,0.28,9.7,2.46,-6.910342,107.675545,0.24,12,0,91.55,11415554,1
1.67,-6.36,0.67,10.04,2.28,-6.910342,107.675545,0.26,12,0,90.03,11415762,1
1.63,-6.75,0.22,9.8,2.69,-6.910342,107.675545,0.26,12,0,90.03,11415970,1
1.66,-6.74,0.36,9.99,0.86,-6.910342,107.675545,0.57,12,0,90.03,11416178,1
1.63,-6.83,0.25,9.88,1.3,-6.910341,107.675545,0.81,12,0,90.03,11416386,1
1.65,-6.77,0.39,9.93,0.8,-6.910341,107.675545,0.26,12,0,91.55,11416596,1
1.56,-7.08,0.18,9.94,2.35,-6.910341,107.675545,0.56,12,0,90.03,11416804,1
1.49,-7.41,0.83,9.81,2.62,-6.910341,107.675545,0.07,12,0,91.55,11417012,1
1.41,-7.46,0.34,9.81,1.24,-6.910341,107.675545,0.41,12,0,91.55,11417220,1
1.44,-7.46,0.28,9.88,1.12,-6.91034,107.675545,0.2,12,0,91.55,11417428,1
1.5,-7.39,0.55,9.98,0.81,-6.91034,107.675545,0.3,12,0,91.55,11417636,1
1.49,-7.33,0.28,9.93,0.64,-6.91034,107.675545,0.11,12,0,90.03,11417844,1
1.46,-7.29,0.22,9.99,0.72,-6.91034,107.675545,0.22,12,0,91.55,11418054,1
1.27,-3.43,6.27,11.99,23.8,-6.910339,107.675545,0.56,12,0,90.03,11418386,1
1.33,-6.53,2.08,9.79,15.19,-6.910339,107.675545,0.65,12,0,88.5,11418593,1
1.23,-6.4,2.33,10.01,0.53,-6.910339,107.675545,0.15,12,0,88.5,11418800,1
1.22,-6.27,0.35,10.01,0.21,-6.910339,107.675545,0.15,12,0,90.03,11419008,1
1.16,-5.75,1.19,10.13,1.79,-6.910339,107.675545,1.24,12,0,90.03,11419216,1
1.16,-5.16,1.18,9.97,2.2,-6.910338,107.675545,0.41,12,0,90.03,11419424,1
1.16,-5.19,0.21,9.89,0.75,-6.910337,107.675545,0.22,12,0,90.03,11419634,1
1.14,-5.23,0.24,9.92,0.93,-6.910337,107.675545,0.48,12,0,90.03,11419842,1
1.13,-5.27,0.37,9.93,0.99,-6.910337,107.675545,0.48,12,0,88.5,11420050,1
1.08,-5.26,0.39,9.85,0.74,-6.910337,107.675545,0.2,12,0,90.03,11420258,1
1.04,-5.22,0.4,9.98,0.71,-6.910337,107.675545,0.2,12,0,90.03,11420466,1
1.07,-5.21,0.33,9.88,0.78,-6.910337,107.675545,0.2,12,0,90.03,11420674,1
1.07,-5.26,0.34,9.87,0.99,-6.910337,107.675545,0.13,12,0,90.03,11420882,1
1.05,-5.26,0.33,9.86,0.74,-6.910337,107.675545,0.11,12,0,88.5,11421092,1
1.04,-5.34,0.07,9.83,0.97,-6.910337,107.675545,0.07,12,0,88.5,11421300,1
1.07,-5.4,0.21,9.91,0.91,-6.910337,107.675545,0.39,12,0,88.5,11421507,1
1.13,-5.22,0.66,9.89,0.58,-6.910336,107.675545,0.28,12,0,88.5,11421715,1
1.12,-5.19,0.19,9.8,0.61,-6.910336,107.675545,0.44,12,0,88.5,11421923,1
1.03,-5.25,0.29,9.71,1.06,-6.910336,107.675545,0.44,12,0,88.5,11422131,1
1.06,-5.17,0.37,9.85,0.58,-6.910336,107.675545,0.39,12,0,88.5,11422344,1
1.08,-5.2,0.32,9.94,0.94,-6.910336,107.675545,0.22,12,0,90.03,11422554,1
1.08,-5.18,0.43,9.97,0.62,-6.910336,107.675545,0.31,12,0,90.03,11422762,1
1.04,-5.19,0.31,9.86,0.68,-6.910336,107.675545,0.48,12,0,90.03,11422970,1
1.06,-5.24,0.36,10.01,0.95,-6.910336,107.675545,0.87,12,0,88.5,11423177,1
1.07,-5.29,0.27,9.8,0.9,-6.910336,107.675545,0.26,12,0,88.5,11423384,1
1.04,-5.29,0.26,9.84,0.8,-6.910336,107.675545,0.11,12,0,90.03,11423592,1
1.06,-5.23,0.34,9.95,0.54,-6.910336,107.675545,0.22,12,0,90.03,11423800,1
1.04,-5.2,0.36,9.88,0.61,-6.910336,107.675545,0.76,12,0,90.03,11424010,1
1.09,-5.29,0.25,9.95,1.14,-6.910336,107.675545,0.22,12,0,90.03,11424218,1
1.12,-5.25,0.27,9.91,0.73,-6.910336,107.675545,0.22,12,0,90.03,11424426,1
1.07,-5.1,0.61,10.08,0.33,-6.910336,107.675545,0.22,12,0,90.03,11424634,1
1.06,-5.11,0.48,9.91,0.94,-6.910336,107.675545,0.35,12,0,88.5,11424842,1
1.06,-5.11,0.46,10.03,0.77,-6.910336,107.675545,0.41,12,0,88.5,11425049,1
1.01,-5.23,0.3,9.94,1.33,-6.910336,107.675545,0.07,12,0,90.03,11425259,1
1.06,-5.17,1.02,10.33,0.56,-6.910336,107.675545,0.11,12,0,90.03,11425467,1
1.08,-5.22,0.17,9.79,0.85,-6.910336,107.675545,0.35,12,0,90.03,11425675,1
1.07,-5.29,0.23,9.9,1.05,-6.910336,107.675545,0.31,12,0,91.55,11425888,1
1.08,-5.48,0.2,9.9,1.6,-6.910336,107.675545,0.11,12,0,90.03,11426096,1
1.1,-5.55,0.34,9.84,1.14,-6.910336,107.675552,0.31,12,0,90.03,11426304,1
1.1,-5.48,0.45,9.86,0.4,-6.910336,107.675552,0.31,12,0,90.03,11426511,1
1.1,-5.57,0.26,9.83,1.18,-6.910336,107.675552,0.17,12,0,90.03,11426721,1
1.07,-5.62,0.36,9.89,1.02,-6.910336,107.675552,0.24,12,0,90.03,11426929,1
1.1,-5.62,0.36,10.0,0.73,-6.910336,107.675552,0.46,12,0,90.03,11427137,1
1.08,-5.66,0.31,9.9,0.98,-6.910335,107.675552,0.22,12,0,90.03,11427345,1
1.1,-5.65,0.36,9.93,0.78,-6.910335,107.675552,0.22,12,0,90.03,11427552,1
1.11,-5.61,0.34,9.89,0.67,-6.910335,107.675552,0.2,12,0,90.03,11427759,1
1.12,-5.6,0.29,9.85,0.8,-6.910335,107.675552,0.48,12,0,91.55,11427967,1
1.13,-5.64,0.26,9.88,0.97,-6.910335,107.675552,0.48,12,0,91.55,11428177,1
1.01,-5.56,0.65,10.18,0.6,-6.910335,107.675552,0.3,12,0,91.55,11428385,1
1.05,-5.47,0.33,9.77,0.59,-6.910335,107.675552,0.17,12,0,90.03,11428593,1
1.04,-5.38,0.25,9.86,0.69,-6.910335,107.675552,0.17,12,0,90.03,11428800,1
1.08,-5.44,0.17,9.86,1.05,-6.910335,107.675552,0.31,12,0,90.03,11429008,1
1.11,-5.48,0.22,9.89,0.95,-6.910335,107.675552,0.48,12,0,90.03,11429216,1
1.14,-5.48,0.24,9.91,0.94,-6.910335,107.675552,0.3,12,0,90.03,11429424,1
1.16,-5.52,0.19,9.93,0.86,-6.910336,107.675552,0.24,12,0,91.55,11429639,1
1.18,-5.66,0.35,9.92,1.43,-6.910336,107.675552,0.26,12,0,90.03,11429847,1
1.12,-5.68,0.31,9.79,0.9,-6.910336,107.675552,0.26,12,0,90.03,11430055,1
1.13,-5.72,0.17,9.91,0.94,-6.910336,107.675552,0.35,12,0,90.03,11430262,1
1.12,-5.82,0.43,9.94,1.23,-6.910336,107.675552,0.35,12,0,91.55,11430469,1
1.1,-6.04,0.17,9.93,1.77,-6.910336,107.675552,0.19,12,0,90.03,11430679,1
1.11,-6.03,0.39,9.92,0.71,-6.910336,107.675552,0.22,12,0,91.55,11430886,1
1.07,-6.04,0.29,9.92,0.86,-6.910336,107.675552,0.11,12,0,91.55,11431096,1
1.11,-6.06,0.21,9.95,0.83,-6.910336,107.675552,0.26,12,0,90.03,11431304,1
1.14,-6.04,0.33,9.76,0.87,-6.910336,107.675552,0.22,12,0,90.03,11431511,1
1.15,-6.07,0.29,9.85,0.96,-6.910336,107.675552,0.2,12,0,90.03,11431719,1
1.12,-6.09,0.29,9.88,0.95,-6.910336,107.675552,0.26,12,0,91.55,11431927,1
1.13,-6.14,0.24,9.89,0.97,-6.910335,107.675552,0.26,12,0,90.03,11432135,1
1.06,-6.36,0.19,9.69,1.84,-6.910335,107.675552,0.04,12,0,90.03,11432345,1
1.1,-6.28,0.37,9.89,0.62,-6.910335,107.675552,0.09,12,0,90.03,11432553,1
1.13,-6.42,0.11,9.87,1.48,-6.910335,107.675552,0.2,12,0,90.03,11432761,1
1.15,-6.48,0.45,9.97,1.03,-6.910335,107.675552,0.2,12,0,91.55,11432969,1
1.13,-6.83,0.11,9.83,2.46,-6.910336,107.675552,0.22,12,0,90.03,11433182,1
1.11,-6.72,0.34,9.76,0.39,-6.910336,107.675552,0.39,12,0,91.55,11433389,1
1.1,-6.61,0.4,9.92,0.54,-6.910336,107.675552,0.04,12,0,91.55,11433597,1
1.11,-6.62,0.33,9.98,0.81,-6.910336,107.675552,0.19,12,0,91.55,11433807,1
1.12,-6.59,0.32,9.92,0.71,-6.910336,107.675552,0.33,12,0,90.03,11434015,1
1.12,-6.6,0.31,10.01,0.93,-6.910336,107.675552,0.33,12,0,90.03,11434222,1
1.09,-6.59,0.41,9.88,0.73,-6.910336,107.675552,0.2,12,0,90.03,11434429,1
1.1,-6.5,0.34,9.89,0.69,-6.910336,107.675552,0.09,12,0,91.55,11434637,1
1.09,-6.57,0.27,9.85,1.13,-6.910336,107.675552,0.2,12,0,91.55,11434844,1
1.09,-6.59,0.33,9.9,0.98,-6.910336,107.675552,0.39,12,0,91.55,11435052,1
1.11,-6.22,0.21,9.88,1.14,-6.910336,107.675552,0.19,12,0,91.55,11438804,1
1.12,-6.25,0.25,9.94,0.92,-6.910336,107.675552,0.43,12,0,90.03,11439012,1
1.15,-6.16,0.31,9.96,0.51,-6.910336,107.675552,0.43,12,0,90.03,11439220,1
1.1,-6.13,0.39,9.86,0.73,-6.910336,107.675552,0.31,12,0,90.03,11439428,1
1.14,-6.29,0.36,10.0,1.43,-6.910336,107.675552,0.2,12,0,90.03,11439638,1
1.15,-6.3,0.31,9.94,0.87,-6.910336,107.675552,0.2,12,0,90.03,11439846,1
1.14,-6.36,0.29,9.9,1.11,-6.910335,107.67556,0.17,12,0,90.03,11440054,1
1.11,-6.45,0.23,9.89,1.24,-6.910335,107.67556,0.17,12,0,91.55,11440262,1
1.14,-6.39,0.33,9.96,0.64,-6.910335,107.67556,0.17,12,0,91.55,11440475,1
1.15,-6.37,0.31,9.9,0.89,-6.910335,107.67556,0.17,12,0,90.03,11440682,1
1.13,-6.31,0.29,9.92,0.6,-6.910335,107.67556,0.17,12,0,91.55,11440892,1
1.14,-6.23,0.3,9.93,0.42,-6.910335,107.67556,0.17,12,0,91.55,11441099,1
1.15,-6.23,0.24,9.85,0.78,-6.910335,107.67556,0.33,12,0,91.55,11441307,1
1.18,-6.15,0.37,9.91,0.48,-6.910335,107.67556,0.02,12,0,91.55,11441514,1
1.15,-6.32,0.21,9.93,1.53,-6.910334,107.67556,0.19,12,0,91.55,11441721,1
1.11,-6.45,0.31,9.89,1.36,-6.910334,107.67556,0.31,12,0,88.5,11441928,1
1.1,-6.5,0.17,9.87,1.13,-6.910334,107.67556,0.2,12,0,91.55,11442136,1
1.05,-6.65,0.19,9.87,1.49,-6.910334,107.67556,0.2,12,0,91.55,11442345,1
1.07,-6.77,0.15,9.87,1.35,-6.910334,107.67556,0.33,12,0,91.55,11442553,1
1.06,-6.83,0.24,9.95,1.1,-6.910334,107.67556,0.37,12,0,91.55,11442761,1
1.06,-6.58,0.36,9.9,0.57,-6.910334,107.67556,0.09,12,0,90.03,11442969,1
1.05,-6.36,0.67,10.01,0.44,-6.910334,107.67556,0.3,12,0,91.55,11443177,1
1.08,-6.4,0.2,9.89,1.12,-6.910334,107.67556,0.09,12,0,90.03,11443384,1
1.09,-6.31,0.34,9.9,0.51,-6.910334,107.67556,0.37,12,0,88.5,11443591,1
1.09,-6.23,0.48,9.85,0.55,-6.910333,107.67556,0.04,12,0,90.03,11443802,1
1.08,-6.21,0.24,9.87,0.71,-6.910333,107.67556,0.17,12,0,90.03,11444015,1
1.07,-6.2,0.48,9.94,0.66,-6.910333,107.67556,0.17,12,0,90.03,11444222,1
1.09,-6.16,0.35,9.92,0.62,-6.910333,107.67556,0.17,12,0,91.55,11444430,1
1.09,-6.09,0.22,9.88,0.59,-6.910333,107.67556,0.3,12,0,90.03,11444637,1
1.1,-6.14,0.22,9.89,1.08,-6.910333,107.67556,0.19,12,0,91.55,11444844,1
1.15,-6.07,0.32,9.99,0.62,-6.910333,107.67556,0.2,12,0,90.03,11445051,1
1.11,-6.09,0.29,9.87,0.9,-6.910333,107.67556,0.19,12,0,90.03,11445261,1
1.03,-6.17,0.26,9.82,1.26,-6.910333,107.67556,0.19,12,0,90.03,11445468,1
1.01,-6.27,0.2,9.91,1.25,-6.910333,107.67556,0.13,12,0,88.5,11445675,1
1.07,-6.27,0.33,9.93,0.96,-6.910333,107.67556,0.13,12,0,91.55,11445883,1
1.04,-6.38,0.27,9.9,1.34,-6.910333,107.67556,0.13,12,0,90.03,11446091,1
1.07,-6.47,0.29,9.81,1.17,-6.910333,107.67556,0.15,12,0,91.55,11446301,1
1.08,-6.51,0.32,9.96,1.07,-6.910333,107.67556,0.28,12,0,0.0,11446508,1
1.05,-6.58,0.27,9.87,1.13,-6.910333,107.67556,0.28,12,0,91.55,11446718,1
1.07,-6.61,0.36,9.87,1.02,-6.910333,107.67556,0.19,12,0,90.03,11446926,1
1.07,-6.62,0.25,9.84,0.89,-6.910333,107.67556,0.35,12,0,90.03,11447134,1
1.08,-6.63,0.36,9.86,0.95,-6.910333,107.67556,0.35,12,0,88.5,11447341,1
1.14,-6.75,0.2,9.86,1.44,-6.910333,107.67556,0.11,12,0,90.03,11447549,1
1.12,-6.68,0.29,9.94,0.47,-6.910334,107.67556,0.5,12,0,90.03,11447762,1
1.14,-6.61,0.32,9.94,0.57,-6.910334,107.67556,0.5,12,0,91.55,11447972,1
1.1,-6.6,0.39,9.95,0.8,-6.910333,107.67556,0.07,12,0,91.55,11448180,1
1.15,-6.7,0.16,9.89,1.3,-6.910334,107.67556,0.04,12,0,91.55,11448388,1
1.13,-6.71,0.28,9.91,0.86,-6.910334,107.67556,0.07,12,0,90.03,11448596,1
1.15,-6.73,0.25,9.91,0.98,-6.910334,107.67556,0.39,12,0,91.55,11448804,1
1.16,-6.72,0.2,9.94,0.72,-6.910334,107.67556,0.09,12,0,91.55,11449012,1
1.19,-6.82,0.19,9.77,1.34,-6.910334,107.67556,0.24,12,0,91.55,11449220,1
1.21,-6.85,0.21,9.89,1.0,-6.910334,107.67556,0.02,12,0,91.55,11449430,1
1.21,-6.81,0.36,9.89,0.75,-6.910334,107.67556,0.15,12,0,91.55,11449638,1
1.19,-6.83,0.37,9.96,0.87,-6.910334,107.67556,0.17,12,0,91.55,11449846,1
1.21,-6.89,0.32,9.9,1.18,-6.910334,107.67556,0.26,12,0,91.55,11450054,1
1.19,-6.94,0.27,9.85,1.11,-6.910334,107.67556,0.31,12,0,91.55,11450262,1
1.24,-7.0,0.21,9.95,1.22,-6.910334,107.67556,0.31,12,0,91.55,11450470,1
1.25,-6.99,0.28,9.92,0.9,-6.910334,107.67556,0.24,12,0,90.03,11450678,1
1.25,-7.11,0.19,9.91,1.36,-6.910334,107.67556,0.22,12,0,90.03,11450888,1
1.22,-7.09,0.46,9.88,0.82,-6.910334,107.67556,0.26,12,0,91.55,11451095,1
1.19,-7.11,0.28,9.89,0.91,-6.910334,107.67556,0.26,12,0,88.5,11451307,1
1.21,-7.05,0.28,9.9,0.75,-6.910334,107.67556,0.33,12,0,90.03,11451515,1
1.16,-6.97,0.3,9.84,0.52,-6.910334,107.67556,0.63,12,0,90.03,11451723,1
1.16,-7.0,0.31,9.94,1.11,-6.910334,107.67556,0.63,12,0,90.03,11451931,1
1.15,-7.02,0.32,9.88,0.97,-6.910334,107.67556,0.7,12,0,90.03,11452138,1
1.14,-7.01,0.11,9.89,0.73,-6.910334,107.67556,0.37,12,0,91.55,11452348,1
1.18,-7.05,0.2,9.92,1.19,-6.910334,107.67556,0.37,12,0,90.03,11452556,1
1.21,-7.05,0.16,9.91,0.86,-6.910334,107.67556,0.24,12,0,90.03,11452764,1
1.18,-7.02,0.31,9.87,0.85,-6.910334,107.67556,0.13,12,0,88.5,11452971,1
1.2,-6.95,0.38,9.92,0.67,-6.910335,107.67556,0.44,12,0,91.55,11453179,1
1.2,-6.92,0.19,9.86,0.65,-6.910334,107.67556,0.33,12,0,91.55,11453386,1
1.2,-6.89,0.34,9.91,0.89,-6.910334,107.67556,0.33,12,0,91.55,11453593,1
1.22,-7.01,0.34,9.94,1.42,-6.910334,107.67556,0.37,12,0,91.55,11453804,1
1.24,-7.01,0.27,9.9,0.99,-6.910334,107.67556,0.17,12,0,91.55,11454012,1
1.26,-7.1,0.18,9.91,1.33,-6.910334,107.67556,0.17,12,0,91.55,11454219,1
1.22,-7.08,0.22,9.87,0.71,-6.910334,107.67556,0.39,12,0,91.55,11454427,1
1.21,-6.99,0.21,9.85,0.51,-6.910334,107.675568,0.09,12,0,0.0,11454634,1
1.19,-7.06,0.3,9.89,1.32,-6.910334,107.675568,0.09,12,0,88.5,11454841,1
1.22,-6.98,0.38,9.9,0.55,-6.910334,107.675568,0.06,12,0,91.55,11455053,1
1.26,-7.02,0.26,9.92,1.07,-6.910334,107.675568,0.06,12,0,90.03,11455263,1
1.26,-7.06,0.27,9.95,1.09,-6.910334,107.675568,0.13,12,0,91.55,11455471,1
1.26,-7.04,0.32,9.91,0.82,-6.910334,107.675568,0.13,12,0,91.55,11455679,1
1.27,-7.03,0.44,9.96,0.89,-6.910334,107.675568,0.13,12,0,91.55,11455886,1
1.32,-7.03,0.22,9.86,0.9,-6.910334,107.675568,0.13,12,0,90.03,11456094,1
1.35,-7.01,0.17,9.81,0.79,-6.910333,107.675568,0.26,12,0,90.03,11456302,1
1.35,-7.08,0.14,9.86,1.11,-6.910333,107.675568,0.26,12,0,90.03,11456511,1
1.32,-7.13,0.23,9.84,1.2,-6.910333,107.675568,0.13,12,0,88.5,11456718,1
1.39,-7.19,0.14,9.92,1.18,-6.910333,107.675568,0.09,12,0,90.03,11456926,1
1.44,-7.15,0.37,9.88,0.84,-6.910333,107.675568,0.31,12,0,90.03,11457134,1
1.42,-7.01,0.41,9.92,0.54,-6.910333,107.675568,0.26,12,0,91.55,11457342,1
1.43,-6.94,0.39,9.87,0.64,-6.910333,107.675568,0.02,12,0,90.03,11457550,1
1.4,-6.98,0.33,9.83,0.93,-6.910333,107.675568,0.02,12,0,91.55,11457758,1
1.35,-7.03,0.22,9.8,1.07,-6.910333,107.675568,0.3,12,0,109.86,11457968,1
1.36,-7.01,0.29,9.92,0.84,-6.910332,107.675568,0.37,12,0,109.86,11458176,1
1.36,-7.01,0.29,9.9,0.88,-6.910332,107.675568,0.15,12,0,122.07,11458384,1
1.4,-7.0,0.3,9.89,1.04,-6.910332,107.675568,0.2,12,0,143.43,11458597,1
1.41,-6.81,0.32,10.03,0.53,-6.910332,107.675568,0.13,12,0,158.69,11458805,1
1.39,-6.75,0.26,9.92,0.54,-6.910332,107.675568,0.13,12,0,198.36,11459013,1
1.37,-6.89,0.25,9.91,1.57,-6.910332,107.675568,0.17,12,0,231.93,11459221,1
1.34,-6.78,0.56,9.83,0.45,-6.910332,107.675568,0.37,12,0,251.77,11459431,1
0.48,-4.45,4.1,9.95,9.95,-6.910332,107.675568,0.37,12,0,628.66,11459639,1
0.07,10.64,11.08,15.54,71.99,-6.910332,107.675568,0.22,12,0,181.58,11459846,1
-1.1,-1.42,5.25,9.8,59.06,-6.910332,107.675568,0.15,12,0,187.68,11460053,1
-1.79,-2.5,2.23,9.39,6.68,-6.910332,107.675568,0.19,12,0,1377.87,11460261,1
-0.86,-3.87,1.33,9.62,7.19,-6.910332,107.675568,0.19,12,0,2455.14,11460469,1
0.45,-4.13,3.19,9.27,8.87,-6.910332,107.675568,0.39,12,0,1695.25,11460677,1
1.6,-6.98,8.02,14.29,16.48,-6.910332,107.675568,0.39,12,0,1519.78,11460887,1
1.41,-6.02,16.23,18.95,3.26,-6.910333,107.675568,0.56,12,0,1203.92,11461095,1
2.45,-23.1,16.85,20.08,83.08,-6.910333,107.675568,0.56,12,0,1266.48,11461303,1
3.04,-15.04,13.11,16.29,36.4,-6.910333,107.675568,1.13,12,0,1258.85,11461511,1
3.45,-17.31,5.27,13.92,13.3,-6.910334,107.675575,1.96,12,0,1350.4,11461721,1
3.94,-19.31,8.46,13.55,13.38,-6.910334,107.675575,1.96,12,0,2368.16,11461928,1
2.86,-21.35,8.23,12.2,14.52,-6.910335,107.675575,2.52,12,0,2340.7,11462143,1
2.15,-20.38,5.27,10.16,0.74,-6.910335,107.675575,2.52,12,0,2189.64,11462350,1
3.55,-18.9,2.47,11.7,8.84,-6.910336,107.675575,2.76,12,0,2125.55,11462557,1
4.8,-18.99,3.31,11.06,7.14,-6.910336,107.675575,2.54,12,0,1828.0,11462765,1
4.3,-17.5,5.37,12.7,6.83,-6.910337,107.675575,3.0,12,0,1663.21,11462973,1
3.96,-21.1,5.85,10.38,18.37,-6.910337,107.675575,3.0,12,0,1542.66,11463181,1
3.74,-26.32,2.52,8.44,27.66,-6.910339,107.675583,4.13,12,0,1432.8,11463389,1
4.91,-29.91,6.0,13.45,18.84,-6.910341,107.675583,4.13,12,0,1474.0,11463597,1
2.69,-27.43,9.31,10.17,8.08,-6.910342,107.675583,4.54,12,0,1908.87,11463805,1
3.7,-25.82,4.07,13.4,7.79,-6.910343,107.675591,5.02,12,0,1786.8,11464013,1
2.72,-27.01,8.52,12.09,9.87,-6.910343,107.675591,5.02,12,0,1681.52,11464221,1
-0.48,-28.08,6.91,7.69,18.46,-6.910346,107.675591,5.41,12,0,2375.79,11464429,1
1.72,-38.52,11.74,15.93,54.26,-6.910347,107.675598,5.07,12,0,3887.94,11464637,1
2.49,-40.1,18.39,20.54,15.97,-6.910349,107.675598,5.93,12,0,3512.57,11464847,1
3.27,-40.93,2.8,9.13,9.44,-6.91035,107.675598,5.85,12,0,3591.92,11465055,1
0.92,-40.61,5.2,11.5,11.85,-6.910354,107.675606,6.3,12,0,4452.51,11465264,1
-0.82,-45.44,7.94,12.53,27.79,-6.910354,107.675606,6.3,12,0,5802.92,11465471,1
