KalmanPitch,KalmanYaw,LinearAccelMag,TotalAccelMag,GyroMag,lat,lng,kecepatan,sat,throttle,arus,millis,attempt
6.05,25.17,0.18,9.84,0.6,-6.910356,107.675552,0.61,12,0,0.0,3078971,1
5.92,24.55,0.29,9.89,0.64,-6.910356,107.675552,0.5,12,0,0.0,3079186,1
5.71,23.99,0.14,9.88,0.66,-6.910356,107.675552,0.04,12,0,0.0,3079394,1
5.66,23.41,0.13,9.85,0.8,-6.910356,107.675552,0.43,12,0,0.0,3079602,1
5.63,22.71,0.11,9.91,1.2,-6.910357,107.675552,0.17,12,0,0.0,3079810,1
5.57,22.02,0.15,9.93,1.32,-6.910357,107.675552,0.17,12,0,0.0,3080018,1
5.54,21.44,0.16,9.81,0.9,-6.910357,107.675552,0.26,12,0,0.0,3080226,1
5.52,20.98,0.13,9.89,0.67,-6.910357,107.675552,0.67,12,0,0.0,3080434,1
5.42,20.43,0.08,9.87,0.75,-6.910357,107.675552,0.17,12,0,0.0,3080644,1
5.34,19.86,0.08,9.85,0.9,-6.910357,107.675552,0.5,12,0,0.0,3080852,1
5.0,20.66,0.31,9.54,6.12,-6.910357,107.675552,0.17,12,0,0.0,3081060,1
4.93,19.92,0.15,9.84,1.65,-6.910357,107.675552,0.67,12,0,0.0,3081268,1
4.89,19.68,0.73,10.09,0.95,-6.910357,107.675552,0.35,12,0,0.0,3081476,1
4.8,19.21,0.24,9.94,0.59,-6.910357,107.675552,0.06,12,0,0.0,3081684,1
4.7,18.8,0.33,9.85,0.14,-6.910357,107.675552,0.31,12,0,0.0,3081892,1
4.7,18.24,0.56,10.03,1.27,-6.910358,107.675552,0.41,12,0,0.0,3082102,1
4.63,17.81,0.21,9.85,0.45,-6.910358,107.675552,0.24,12,0,0.0,3082312,1
4.56,17.4,0.29,9.83,0.49,-6.910358,107.675552,0.24,12,0,0.0,3082518,1
4.5,16.87,0.17,9.96,0.94,-6.910358,107.675552,0.22,12,0,0.0,3082731,1
4.38,16.34,0.25,9.87,1.08,-6.910358,107.675552,0.06,12,0,0.0,3082939,1
4.48,15.93,0.53,9.94,1.03,-6.910358,107.675552,0.17,12,0,0.0,3083146,1
4.4,15.48,0.26,9.89,0.81,-6.910358,107.675552,0.43,12,0,0.0,3083354,1
2.65,18.16,3.68,8.42,16.07,-6.910359,107.675552,0.11,12,0,0.0,3083564,1
0.94,20.77,3.68,8.42,16.07,-6.910359,107.675552,0.2,12,0,0.0,3083772,1
1.44,16.72,5.22,11.95,16.86,-6.910359,107.675552,0.44,12,0,0.0,3083980,1
1.39,16.37,0.41,9.89,0.53,-6.910359,107.675552,0.44,12,0,0.0,3084188,1
1.44,15.9,0.27,9.95,0.98,-6.91036,107.675552,0.85,12,0,0.0,3084396,1
1.11,15.34,0.28,9.55,2.02,-6.91036,107.675552,0.41,12,0,0.0,3084604,1
1.14,15.01,0.24,9.8,0.59,-6.91036,107.675552,0.3,12,0,0.0,3084812,1
1.17,14.74,0.39,10.05,0.61,-6.91036,107.675552,0.04,12,0,0.0,3085022,1
1.19,14.12,0.32,9.79,1.63,-6.910361,107.675552,0.59,12,0,0.0,3085230,1
1.28,13.14,1.08,10.03,3.49,-6.910361,107.675552,0.59,12,0,0.0,3085438,1
1.28,12.86,0.3,9.8,0.52,-6.910361,107.675552,0.35,12,0,0.0,3085646,1
1.25,12.69,0.15,9.86,0.46,-6.910361,107.675552,0.06,12,0,0.0,3085854,1
1.45,12.58,0.15,9.91,1.32,-6.910361,107.675552,0.06,12,0,0.0,3086062,1
1.45,12.41,0.18,9.92,0.54,-6.910361,107.675552,0.11,12,0,0.0,3086270,1
1.43,12.35,0.22,9.68,0.9,-6.910362,107.675552,0.2,12,0,0.0,3086485,1
1.44,12.06,0.15,9.85,0.47,-6.910362,107.675552,0.2,12,0,0.0,3086693,1
1.28,11.27,0.25,9.94,2.74,-6.910362,107.675552,0.11,12,0,0.0,3086901,1
1.16,10.58,0.39,9.83,2.33,-6.910362,107.675552,0.3,12,0,0.0,3087109,1
1.19,9.97,0.2,9.99,1.95,-6.910362,107.675552,0.15,12,0,0.0,3087317,1
1.22,9.63,0.3,9.92,0.78,-6.910362,107.675552,0.11,12,0,0.0,3087524,1
1.24,9.27,0.28,9.88,0.94,-6.910362,107.675552,0.04,12,0,0.0,3087732,1
1.1,9.02,1.53,9.73,0.87,-6.910362,107.675552,0.07,12,0,0.0,3087942,1
1.18,8.57,0.53,10.03,1.29,-6.910362,107.675552,0.13,12,0,0.0,3088150,1
1.19,6.18,0.47,9.65,10.94,-6.910362,107.675552,0.13,12,0,0.0,3088358,1
1.2,6.0,0.4,9.75,0.54,-6.910363,107.675552,0.52,12,0,0.0,3088566,1
1.21,5.6,0.24,9.83,1.41,-6.910363,107.675552,0.15,12,0,0.0,3088774,1
1.08,5.37,0.39,9.96,1.03,-6.910363,107.675552,0.2,12,0,0.0,3088982,1
1.02,5.06,0.45,10.06,1.25,-6.910363,107.675552,0.3,12,0,0.0,3089190,1
0.98,5.24,0.65,9.86,1.43,-6.910363,107.675552,0.35,12,0,0.0,3089400,1
0.96,4.88,0.16,9.89,1.39,-6.910363,107.675552,0.26,12,0,0.0,3089608,1
0.98,4.68,0.19,9.81,0.62,-6.910363,107.675552,0.3,12,0,0.0,3089816,1
1.0,4.51,0.2,9.93,0.61,-6.910363,107.675552,0.31,12,0,0.0,3090028,1
1.06,4.36,0.17,9.9,0.59,-6.910363,107.675552,0.31,12,0,0.0,3090235,1
1.11,4.1,0.08,9.86,0.9,-6.910363,107.675552,0.19,12,0,0.0,3090443,1
1.09,3.97,0.15,9.87,0.52,-6.910363,107.675552,0.37,12,0,0.0,3090651,1
1.13,3.78,0.13,9.92,0.78,-6.910363,107.675552,0.63,12,0,0.0,3090859,1
1.14,3.52,0.07,9.88,1.05,-6.910363,107.675552,0.28,12,0,0.0,3091069,1
1.18,3.26,0.14,9.94,0.99,-6.910363,107.675552,0.39,12,0,0.0,3091277,1
1.17,3.05,0.15,9.85,0.86,-6.910363,107.675552,0.39,12,0,0.0,3091485,1
1.14,2.73,0.16,9.82,1.35,-6.910364,107.675552,0.04,12,0,0.0,3091693,1
1.12,2.58,0.08,9.87,0.61,-6.910364,107.675552,0.48,12,0,0.0,3091900,1
1.19,2.39,0.17,9.86,0.92,-6.910364,107.675552,0.48,12,0,0.0,3092107,1
1.18,2.21,0.16,9.87,0.86,-6.910364,107.675552,0.19,12,0,0.0,3092315,1
1.18,1.98,0.14,9.89,1.05,-6.910364,107.675552,0.13,12,0,0.0,3092525,1
1.16,1.79,0.16,9.93,0.9,-6.910364,107.675552,0.13,12,0,0.0,3092733,1
1.17,1.26,0.26,9.97,2.44,-6.910364,107.675552,0.15,12,0,0.0,3092941,1
1.28,1.35,0.59,10.0,0.89,-6.910364,107.675552,0.09,12,0,0.0,3093149,1
1.39,1.36,0.05,9.85,0.8,-6.910364,107.675552,0.09,12,0,0.0,3093357,1
1.46,0.57,0.54,9.91,3.78,-6.910365,107.675552,0.09,12,0,0.0,3093565,1
1.64,-0.43,2.26,10.66,4.66,-6.910365,107.675552,0.19,12,0,0.0,3093777,1
1.69,-0.45,0.33,10.03,0.63,-6.910365,107.675552,0.28,12,0,0.0,3093986,1
1.74,-0.55,0.17,9.92,0.69,-6.910365,107.675552,0.44,12,0,0.0,3094194,1
1.73,-0.9,0.27,9.85,1.84,-6.910365,107.675552,0.15,12,0,0.0,3094402,1
1.75,-0.98,0.13,9.88,0.66,-6.910365,107.675552,0.5,12,0,0.0,3094609,1
1.73,-1.2,0.19,9.92,1.28,-6.910365,107.675552,0.78,12,0,0.0,3094816,1
1.69,-1.41,0.17,9.96,1.2,-6.910366,107.675552,0.09,12,0,0.0,3095024,1
1.69,-1.59,0.18,9.8,1.13,-6.910366,107.675552,0.09,12,0,0.0,3095231,1
1.73,-1.71,0.11,9.89,0.91,-6.910365,107.675552,0.35,12,0,0.0,3095441,1
1.72,-1.75,0.09,9.89,0.54,-6.910366,107.675552,0.2,12,0,0.0,3095648,1
1.73,-1.82,0.08,9.81,0.63,-6.910366,107.675552,0.17,12,0,0.0,3095855,1
1.7,-2.15,0.31,9.81,1.82,-6.910366,107.675552,0.7,12,0,0.0,3096063,1
1.68,-2.18,0.11,9.85,0.42,-6.910366,107.675552,0.7,12,0,0.0,3096271,1
1.69,-2.2,0.23,9.96,0.54,-6.910366,107.675552,0.3,12,0,0.0,3096479,1
1.71,-2.33,0.12,9.91,1.02,-6.910366,107.675552,0.15,12,0,0.0,3096687,1
1.69,-2.45,0.14,9.85,0.9,-6.910366,107.675552,0.07,12,0,0.0,3096897,1
1.73,-2.46,0.12,9.86,0.62,-6.910366,107.675552,0.37,12,0,0.0,3097105,1
1.5,-3.72,0.96,9.57,6.91,-6.910367,107.675552,0.22,12,0,0.0,3097317,1
1.52,-3.74,0.09,9.84,0.67,-6.910367,107.675552,0.37,12,0,0.0,3097524,1
1.52,-3.82,0.19,9.93,0.97,-6.910367,107.675552,0.35,12,0,0.0,3097731,1
1.58,-4.47,1.43,9.91,3.6,-6.910367,107.675552,0.41,12,0,0.0,3097941,1
1.58,-4.57,0.21,9.94,0.95,-6.910367,107.675552,0.41,12,0,0.0,3098148,1
1.55,-4.51,0.32,9.82,0.37,-6.910367,107.675552,0.06,12,0,0.0,3098358,1
1.58,-4.91,0.45,9.95,2.39,-6.910367,107.675552,0.19,12,0,0.0,3098565,1
1.6,-5.05,0.61,9.95,1.2,-6.910367,107.675552,0.37,12,0,0.0,3098772,1
1.46,-4.64,0.51,9.87,1.6,-6.910367,107.675552,0.41,12,0,0.0,3098980,1
1.59,-4.97,0.26,9.99,2.17,-6.910367,107.675552,0.46,12,0,0.0,3099188,1
1.55,-4.94,0.33,9.95,0.64,-6.910367,107.675552,0.3,12,0,0.0,3099395,1
1.41,-6.0,1.46,9.72,5.85,-6.910367,107.675552,0.3,12,0,0.0,3099602,1
1.4,-5.89,0.13,9.93,0.26,-6.910367,107.675552,0.09,12,0,0.0,3099812,1
1.46,-5.91,0.13,9.93,0.88,-6.910367,107.675552,0.09,12,0,0.0,3100021,1
1.49,-5.92,0.1,9.85,0.82,-6.910367,107.675552,0.65,12,0,0.0,3100229,1
1.49,-5.94,0.11,9.87,0.92,-6.910367,107.675552,0.48,12,0,0.0,3100437,1
1.48,-5.95,0.11,9.76,0.84,-6.910367,107.675552,0.02,12,0,0.0,3100645,1
1.48,-6.09,0.1,9.85,1.24,-6.910367,107.675552,0.65,12,0,0.0,3100853,1
1.51,-5.72,0.42,9.85,1.22,-6.910367,107.675552,0.41,12,0,0.0,3101066,1
1.52,-5.8,0.14,9.9,1.01,-6.910367,107.675552,0.2,12,0,0.0,3101275,1
1.57,-5.77,0.16,9.92,0.69,-6.910367,107.675552,0.2,12,0,0.0,3101483,1
1.61,-5.65,0.26,9.91,0.54,-6.910367,107.675552,0.2,12,0,0.0,3101690,1
1.59,-5.65,0.14,9.86,0.79,-6.910367,107.675552,0.2,12,0,0.0,3101898,1
1.67,-5.75,0.09,9.85,1.11,-6.910367,107.675552,0.44,12,0,0.0,3102105,1
1.63,-6.0,0.22,9.94,1.91,-6.910367,107.675552,0.43,12,0,0.0,3102313,1
1.65,-5.96,0.08,9.81,0.63,-6.910367,107.675552,0.17,12,0,0.0,3102521,1
1.65,-5.93,0.12,9.83,0.66,-6.910368,107.675552,0.09,12,0,0.0,3102731,1
1.54,-6.02,0.28,9.78,1.21,-6.910368,107.675552,0.17,12,0,0.0,3102939,1
1.52,-6.16,0.13,9.8,1.34,-6.910368,107.675552,0.17,12,0,0.0,3103146,1
1.51,-6.27,0.13,9.93,1.22,-6.910368,107.675552,0.22,12,0,0.0,3103353,1
1.51,-6.23,0.12,9.85,0.57,-6.910368,107.675552,0.15,12,0,0.0,3103561,1
1.55,-6.26,0.22,9.83,0.88,-6.910368,107.675552,0.13,12,0,0.0,3103769,1
1.6,-6.1,0.21,9.97,0.49,-6.910368,107.675552,0.13,12,0,0.0,3103977,1
1.49,-5.9,0.38,9.87,0.69,-6.910368,107.675552,0.22,12,0,0.0,3104187,1
1.35,-5.82,0.23,9.89,0.57,-6.910368,107.675552,0.35,12,0,0.0,3104395,1
1.63,-2.88,4.65,11.1,15.23,-6.910368,107.675552,0.35,12,0,6.1,3104608,1
1.56,-2.83,0.2,9.84,0.51,-6.910369,107.675552,0.59,12,0,0.0,3104816,1
1.56,-3.2,0.11,9.86,2.14,-6.910368,107.675552,0.35,12,0,0.0,3105023,1
1.46,-3.4,0.13,9.91,1.39,-6.910368,107.675552,0.35,12,0,0.0,3105230,1
1.45,-3.3,0.21,9.93,0.71,-6.910368,107.675552,0.35,12,0,0.0,3105438,1
2.37,-3.44,1.63,10.3,5.09,-6.910368,107.675552,0.31,12,0,0.0,3105648,1
2.41,-3.66,0.23,9.97,1.64,-6.910369,107.675552,0.5,12,0,0.0,3105856,1
2.4,-2.99,1.03,9.83,2.9,-6.910368,107.675552,0.33,12,0,0.0,3106063,1
2.44,-3.09,0.28,10.08,0.96,-6.910368,107.675552,0.39,12,0,0.0,3106271,1
2.48,-3.3,0.15,9.94,1.35,-6.910368,107.675552,0.41,12,0,0.0,3106479,1
2.51,-3.29,0.3,9.94,0.61,-6.910368,107.675552,0.37,12,0,0.0,3106687,1
2.44,-3.21,0.19,9.8,0.45,-6.910368,107.675552,0.26,12,0,0.0,3106894,1
2.41,-3.32,0.4,9.91,0.93,-6.910368,107.675552,0.17,12,0,0.0,3107104,1
2.45,-3.25,0.08,9.88,0.53,-6.910368,107.675552,0.52,12,0,0.0,3107312,1
2.49,-3.38,0.31,9.98,1.07,-6.910368,107.675552,0.26,12,0,0.0,3107520,1
2.49,-3.62,0.24,9.94,1.57,-6.910368,107.675545,0.11,12,0,0.0,3107728,1
2.54,-3.74,0.13,9.81,1.04,-6.910368,107.675545,0.09,12,0,0.0,3107936,1
2.65,-3.91,0.26,9.93,1.4,-6.910368,107.675545,0.07,12,0,0.0,3108144,1
2.83,-4.29,0.33,10.06,2.52,-6.910368,107.675545,0.11,12,0,0.0,3108357,1
2.8,-4.37,0.24,9.83,1.06,-6.910368,107.675545,0.17,12,0,0.0,3108567,1
2.9,-4.38,0.37,10.13,0.78,-6.910368,107.675545,0.13,12,0,0.0,3108774,1
3.0,-4.39,0.37,10.13,0.78,-6.910368,107.675545,0.35,12,0,0.0,3108982,1
2.9,-4.65,0.22,9.86,1.76,-6.910368,107.675545,0.13,12,0,0.0,3109190,1
2.96,-4.81,0.2,9.98,1.36,-6.910368,107.675545,0.2,12,0,0.0,3109397,1
3.22,-5.0,0.3,9.97,2.02,-6.910369,107.675545,0.11,12,0,0.0,3109605,1
3.29,-5.11,0.25,9.98,1.11,-6.910369,107.675545,0.15,12,0,0.0,3109813,1
3.36,-5.35,0.41,10.0,1.75,-6.910369,107.675545,0.19,12,0,0.0,3110023,1
3.28,-5.56,0.27,9.77,1.63,-6.910369,107.675545,0.09,12,0,0.0,3110231,1
3.16,-5.61,0.36,9.61,1.17,-6.910369,107.675545,0.19,12,0,0.0,3110439,1
3.28,-6.04,0.87,9.84,2.81,-6.91037,107.675545,0.44,12,0,0.0,3110646,1
3.35,-6.09,0.23,9.88,1.27,-6.91037,107.675545,0.28,12,0,0.0,3110854,1
3.33,-6.1,0.34,9.81,0.76,-6.91037,107.675545,0.28,12,0,0.0,3111062,1
3.24,-5.85,0.19,9.94,0.69,-6.91037,107.675545,0.48,12,0,0.0,3111270,1
3.31,-5.95,0.3,10.01,1.27,-6.91037,107.675545,0.48,12,0,0.0,3111480,1
3.17,-6.11,0.25,9.9,1.51,-6.91037,107.675545,0.31,12,0,0.0,3111690,1
3.12,-6.17,0.24,9.83,0.95,-6.91037,107.675545,0.35,12,0,0.0,3111898,1
3.04,-6.29,0.22,9.92,1.37,-6.91037,107.675545,0.35,12,0,0.0,3112105,1
3.01,-6.23,0.07,9.81,0.41,-6.910371,107.675545,0.19,12,0,0.0,3112312,1
2.96,-6.41,0.28,9.85,1.68,-6.910371,107.675545,0.19,12,0,0.0,3112519,1
3.02,-6.76,0.14,9.94,2.42,-6.910371,107.675545,0.31,12,0,0.0,3112726,1
2.9,-6.76,0.27,9.75,0.93,-6.910371,107.675545,0.28,12,0,0.0,3112936,1
2.93,-6.85,0.62,9.85,1.27,-6.910371,107.675545,0.43,12,0,0.0,3113144,1
3.04,-5.99,2.0,10.18,3.81,-6.910371,107.675545,0.33,12,0,0.0,3113352,1
2.88,-5.93,0.35,9.8,0.7,-6.910371,107.675545,0.07,12,0,0.0,3113562,1
2.95,-6.01,0.68,10.11,0.86,-6.910372,107.675545,0.65,12,0,0.0,3113769,1
2.86,-6.75,1.18,9.94,4.2,-6.910372,107.675545,0.65,12,0,0.0,3113977,1
2.79,-6.67,0.62,9.72,0.7,-6.910372,107.675545,0.19,12,0,0.0,3114184,1
2.69,-6.75,0.47,9.97,1.14,-6.910372,107.675545,0.35,12,0,0.0,3114393,1
2.88,-6.48,6.79,12.25,1.41,-6.910372,107.675545,0.09,12,0,0.0,3114601,1
2.99,-6.04,1.54,10.05,1.87,-6.910372,107.675545,0.63,12,0,0.0,3114808,1
3.0,-6.09,0.42,9.89,1.18,-6.910372,107.675545,0.31,12,0,0.0,3115016,1
2.96,-6.12,0.32,9.75,0.97,-6.910372,107.675545,0.02,12,0,0.0,3115224,1
2.91,-6.2,0.23,9.83,1.13,-6.910372,107.675545,0.39,12,0,0.0,3115432,1
2.91,-6.01,0.11,9.89,0.56,-6.910372,107.675545,0.5,12,0,0.0,3115645,1
2.97,-5.99,0.58,9.97,0.75,-6.910372,107.675545,0.15,12,0,0.0,3115855,1
2.78,-5.3,0.55,9.58,2.58,-6.910372,107.675545,0.26,12,0,0.0,3116062,1
2.85,-5.53,0.48,9.99,1.72,-6.910372,107.675545,0.3,12,0,0.0,3116269,1
2.82,-5.46,0.52,9.72,0.57,-6.910372,107.675545,0.3,12,0,0.0,3116477,1
2.86,-5.96,0.5,9.89,2.88,-6.910373,107.675545,0.13,12,0,0.0,3116685,1
2.78,-6.19,0.09,9.76,1.73,-6.910373,107.675545,0.11,12,0,0.0,3116892,1
2.88,-6.13,0.31,9.86,0.79,-6.910373,107.675545,0.35,12,0,0.0,3117100,1
2.9,-6.04,0.19,9.93,0.58,-6.910373,107.675545,0.19,12,0,0.0,3117310,1
2.92,-6.08,0.8,9.93,0.86,-6.910373,107.675545,0.41,12,0,0.0,3117518,1
2.88,-6.05,0.21,9.72,0.7,-6.910372,107.675545,0.43,12,0,0.0,3117726,1
2.89,-6.03,0.19,9.83,0.72,-6.910372,107.675545,0.74,12,0,0.0,3117933,1
2.95,-6.02,0.22,9.91,0.97,-6.910372,107.675545,0.74,12,0,0.0,3118140,1
2.95,-5.92,0.38,9.97,0.6,-6.910373,107.675545,0.46,12,0,0.0,3118348,1
2.95,-5.66,0.23,10.02,0.93,-6.910373,107.675545,0.5,12,0,0.0,3118556,1
3.82,-5.39,0.69,9.63,4.41,-6.910373,107.675545,0.28,12,0,0.0,3118766,1
3.59,-5.06,0.31,9.85,1.1,-6.910373,107.675545,0.2,12,0,0.0,3118974,1
3.63,-5.3,0.38,9.98,1.91,-6.910373,107.675545,0.57,12,0,0.0,3119187,1
3.73,-5.24,0.19,9.97,0.88,-6.910373,107.675545,0.28,12,0,0.0,3119394,1
3.73,-5.21,0.24,9.93,0.63,-6.910372,107.675545,0.15,12,0,0.0,3119601,1
3.86,-5.57,0.99,10.22,2.57,-6.910372,107.675545,0.15,12,0,0.0,3119809,1
4.02,-3.5,2.83,10.22,9.42,-6.910372,107.675545,0.15,12,0,0.0,3120016,1
3.74,-3.43,0.49,10.04,1.02,-6.910372,107.675545,0.22,12,0,0.0,3120226,1
3.79,-3.49,0.26,10.01,1.05,-6.910371,107.675545,0.96,12,0,0.0,3120433,1
3.77,-3.56,0.19,9.95,0.67,-6.910371,107.675545,0.98,12,0,0.0,3120640,1
3.72,-3.59,0.17,9.96,0.82,-6.910371,107.675545,0.3,12,0,0.0,3120848,1
3.65,-3.59,0.36,9.87,0.87,-6.910371,107.675545,0.07,12,0,0.0,3121055,1
3.6,-3.65,0.1,9.86,0.91,-6.910371,107.675545,0.07,12,0,0.0,3121263,1
3.56,-3.73,0.15,9.89,0.83,-6.910371,107.675545,0.61,12,0,0.0,3121471,1
3.54,-3.9,0.23,9.94,1.23,-6.91037,107.675545,0.35,12,0,0.0,3121681,1
3.55,-3.97,0.21,9.85,0.69,-6.91037,107.675545,0.35,12,0,0.0,3121888,1
3.55,-3.95,0.12,9.88,0.54,-6.91037,107.675545,0.35,12,0,0.0,3122096,1
3.53,-3.94,0.14,9.91,0.55,-6.91037,107.675545,0.39,12,0,0.0,3122304,1
3.53,-3.98,0.19,9.82,0.69,-6.910369,107.675545,0.56,12,0,0.0,3122512,1
3.54,-4.1,0.19,9.96,0.8,-6.910369,107.675545,0.06,12,0,0.0,3122852,1
3.46,-4.26,0.16,9.91,1.23,-6.910369,107.675545,0.44,12,0,0.0,3123060,1
3.41,-4.37,0.13,9.85,1.1,-6.910369,107.675545,0.44,12,0,0.0,3123270,1
3.35,-4.47,0.2,9.9,0.95,-6.910369,107.675545,0.17,12,0,0.0,3123478,1
3.32,-4.53,0.06,9.81,0.75,-6.910369,107.675545,0.96,12,0,0.0,3123685,1
3.32,-4.65,0.14,9.82,1.05,-6.910369,107.675545,0.22,12,0,0.0,3123893,1
3.33,-4.77,0.21,9.92,1.04,-6.910369,107.675545,0.78,12,0,0.0,3124101,1
3.37,-4.87,0.19,9.92,1.02,-6.910369,107.675552,0.06,12,0,0.0,3124309,1
3.36,-4.91,0.17,9.9,0.72,-6.910369,107.675552,0.24,12,0,0.0,3124517,1
3.36,-5.08,0.23,9.77,1.38,-6.910368,107.675552,0.26,12,0,0.0,3124727,1
3.39,-5.31,0.49,9.92,1.8,-6.910368,107.675552,0.22,12,0,0.0,3124935,1
3.48,-4.76,0.6,9.84,2.42,-6.910368,107.675552,0.39,12,0,0.0,3125143,1
3.44,-4.86,0.03,9.82,1.01,-6.910368,107.675552,0.26,12,0,0.0,3125351,1
3.54,-4.98,0.44,10.03,1.04,-6.910368,107.675552,0.65,12,0,0.0,3125558,1
3.52,-5.0,0.16,9.93,0.78,-6.910368,107.675552,0.61,12,0,0.0,3125766,1
3.63,-5.03,0.41,10.13,1.2,-6.910368,107.675552,1.04,12,0,0.0,3125974,1
3.6,-5.05,0.1,9.9,0.63,-6.910368,107.675552,0.2,12,0,0.0,3126184,1
3.57,-5.17,0.28,9.95,1.01,-6.910368,107.675552,0.76,12,0,0.0,3126392,1
3.5,-5.22,0.11,9.8,0.81,-6.910368,107.675552,0.76,12,0,0.0,3126605,1
3.5,-5.21,0.24,9.85,0.5,-6.910368,107.675552,0.13,12,0,0.0,3126813,1
3.46,-5.2,0.18,9.91,0.48,-6.910368,107.675552,0.15,12,0,0.0,3127021,1
3.41,-5.16,0.14,9.89,0.44,-6.910368,107.675552,0.24,12,0,0.0,3127228,1
3.36,-5.21,0.2,9.86,0.7,-6.910368,107.675552,0.24,12,0,0.0,3127435,1
3.31,-5.31,0.21,9.96,0.95,-6.910368,107.675552,0.24,12,0,0.0,3127645,1
3.27,-5.37,0.14,9.9,0.87,-6.910368,107.675552,0.24,12,0,0.0,3127853,1
3.24,-5.39,0.21,9.89,0.78,-6.910368,107.675552,0.24,12,0,0.0,3128061,1
3.21,-5.38,0.26,9.89,0.62,-6.910368,107.675552,0.31,12,0,0.0,3128269,1
3.19,-5.47,0.18,9.85,1.04,-6.910368,107.675552,0.04,12,0,0.0,3128477,1
3.18,-5.45,0.16,9.88,0.5,-6.910368,107.675552,0.07,12,0,0.0,3128685,1
3.2,-5.56,0.18,9.93,1.13,-6.910368,107.675552,0.11,12,0,0.0,3128892,1
3.19,-5.55,0.19,9.84,0.7,-6.910368,107.675552,0.31,12,0,0.0,3129102,1
3.21,-5.61,0.21,9.9,0.94,-6.910368,107.675552,0.17,12,0,0.0,3129310,1
3.27,-5.72,0.26,9.94,1.16,-6.910368,107.675552,0.19,12,0,0.0,3129517,1
3.28,-5.74,0.16,9.9,0.63,-6.910368,107.675552,0.11,12,0,0.0,3129725,1
3.22,-5.73,0.08,9.84,0.66,-6.910368,107.675552,0.04,12,0,0.0,3129933,1
3.22,-5.73,0.16,9.95,0.63,-6.910368,107.675552,0.13,12,0,0.0,3130141,1
3.21,-5.79,0.18,9.92,0.89,-6.910368,107.675552,0.13,12,0,0.0,3130354,1
3.2,-5.86,0.11,9.88,0.9,-6.910368,107.675552,0.13,12,0,0.0,3130564,1
3.2,-6.01,0.19,9.85,1.43,-6.910368,107.675552,0.13,12,0,0.0,3130771,1
3.18,-6.07,0.07,9.88,1.13,-6.910368,107.675552,0.13,12,0,0.0,3130978,1
3.17,-6.21,0.17,9.87,1.24,-6.910368,107.675552,0.17,12,0,0.0,3131186,1
3.18,-6.24,0.18,9.92,0.8,-6.910368,107.675552,0.22,12,0,0.0,3131393,1
3.2,-6.29,0.11,9.89,0.94,-6.910368,107.675552,0.11,12,0,0.0,3131600,1
3.18,-6.37,0.17,9.95,1.0,-6.910368,107.675552,0.22,12,0,0.0,3131808,1
3.18,-6.44,0.22,9.84,0.95,-6.910368,107.675552,0.09,12,0,6.1,3132018,1
3.17,-6.48,0.1,9.79,0.94,-6.910368,107.675552,0.09,12,0,0.0,3132226,1
2.73,-6.15,0.78,9.59,2.07,-6.910367,107.675552,0.3,12,0,0.0,3132433,1
2.74,-6.29,0.27,9.98,1.29,-6.910367,107.675552,0.02,12,0,0.0,3132641,1
2.7,-6.27,0.13,9.87,0.7,-6.910367,107.675552,0.06,12,0,0.0,3132848,1
2.64,-6.31,0.08,9.89,0.89,-6.910367,107.675552,0.2,12,0,0.0,3133055,1
2.66,-6.37,0.15,9.86,0.99,-6.910367,107.675552,0.2,12,0,0.0,3133263,1
2.67,-6.27,0.11,9.85,0.29,-6.910367,107.675552,0.48,12,0,0.0,3133473,1
2.61,-6.03,0.14,9.93,0.78,-6.910367,107.675552,0.2,12,0,0.0,3133681,1
2.65,-5.92,0.22,9.88,0.43,-6.910367,107.675552,0.2,12,0,0.0,3133893,1
2.61,-6.08,0.1,9.9,1.4,-6.910367,107.675552,0.19,12,0,0.0,3134101,1
2.67,-6.25,0.22,9.87,1.46,-6.910367,107.675552,0.19,12,0,0.0,3134308,1
2.67,-6.28,0.16,9.85,0.78,-6.910367,107.675552,0.19,12,0,0.0,3134515,1
2.67,-6.07,0.45,9.92,0.72,-6.910366,107.675552,0.07,12,0,0.0,3134722,1
2.68,-6.15,0.23,9.94,0.97,-6.910366,107.675552,0.2,12,0,0.0,3134931,1
2.51,-6.36,0.42,10.03,1.78,-6.910366,107.675552,0.24,12,0,0.0,3135138,1
2.74,-6.12,0.71,10.25,1.52,-6.910366,107.675552,0.24,12,0,0.0,3135346,1
2.75,-6.19,0.05,9.83,1.13,-6.910366,107.675552,0.19,12,0,0.0,3135554,1
2.76,-6.22,0.14,9.92,0.79,-6.910366,107.675552,0.06,12,0,0.0,3135762,1
2.76,-6.36,0.2,9.89,1.27,-6.910365,107.675552,0.33,12,0,0.0,3135970,1
2.84,-6.4,0.38,9.91,0.79,-6.910365,107.675552,0.07,12,0,0.0,3136178,1
2.83,-6.35,0.18,9.87,0.61,-6.910365,107.675552,0.07,12,0,0.0,3136388,1
2.8,-6.27,0.4,9.96,0.32,-6.910365,107.675552,0.07,12,0,0.0,3136595,1
2.83,-6.37,0.25,9.9,1.1,-6.910365,107.675552,0.2,12,0,0.0,3136802,1
2.86,-6.3,0.38,9.92,0.56,-6.910364,107.675552,0.13,12,0,0.0,3137010,1
2.86,-6.09,0.69,9.92,0.54,-6.910364,107.675552,0.13,12,0,0.0,3137218,1
