KalmanPitch,KalmanYaw,LinearAccelMag,TotalAccelMag,GyroMag,lat,lng,kecepatan,sat,throttle,arus,millis
3.36,79.36,20.52,25.06,42.05,-6.911396,107.677696,28.78,12,0,128.17,1608492
6.36,80.63,22.58,28.25,20.36,-6.911417,107.677704,28.43,12,0,125.12,1608699
6.98,62.91,21.48,26.45,78.44,-6.911432,107.677704,28.61,12,0,68.66,1608906
8.11,67.99,20.27,22.22,32.98,-6.911447,107.677711,29.41,12,0,106.81,1609113
10.80,68.27,13.34,16.74,15.06,-6.911462,107.677711,29.37,12,0,80.87,1609322
9.21,79.91,16.52,23.69,62.01,-6.911477,107.677711,29.00,12,0,126.65,1609529
10.07,94.93,18.31,19.22,82.09,-6.911492,107.677719,29.04,12,0,39.67,1609736
8.97,86.96,4.85,12.65,31.46,-6.911521,107.677719,29.06,12,2,122.07,1609943
7.95,83.12,6.18,9.52,13.21,-6.911521,107.677719,29.06,12,4,115.97,1610151
4.92,78.60,22.32,20.35,16.65,-6.911551,107.677719,29.32,12,0,129.70,1610358
8.16,80.35,9.93,19.68,24.12,-6.911558,107.677727,29.17,12,0,117.49,1610567
10.31,88.63,10.95,10.08,49.80,-6.911573,107.677727,28.87,12,0,39.67,1610774
12.95,76.51,20.36,22.79,51.21,-6.911588,107.677727,28.72,12,0,115.97,1610981
14.54,58.16,20.81,22.19,80.36,-6.911602,107.677727,28.89,12,0,119.02,1611188
13.36,35.90,21.07,24.76,103.16,-6.911616,107.677727,28.98,12,0,135.80,1611395
12.18,33.15,10.13,17.69,11.99,-6.911631,107.677727,29.08,12,1,125.12,1611602
13.04,31.34,8.31,12.04,6.92,-6.911645,107.677727,28.26,12,0,131.23,1611809
12.45,27.81,8.97,16.30,14.55,-6.911660,107.677727,29.09,12,4,135.80,1612018
12.14,9.39,7.54,13.70,86.68,-6.911674,107.677727,28.58,12,0,123.60,1612225
8.78,1.01,6.35,14.86,42.58,-6.911689,107.677727,29.39,12,1,141.91,1612432
5.50,-7.21,6.35,14.86,42.58,-6.911705,107.677727,29.37,12,0,131.23,1612639
5.76,-8.63,14.58,20.68,8.65,-6.911719,107.677727,29.08,12,0,128.17,1612846
4.96,-28.54,20.85,25.55,100.20,-6.911748,107.677719,28.80,12,0,105.29,1613053
9.51,-36.67,18.72,21.06,40.53,-6.911748,107.677719,28.80,12,0,128.17,1613262
12.10,-24.68,26.20,28.52,60.45,-6.911770,107.677719,29.24,12,0,126.65,1613469
8.53,-18.37,16.96,13.21,23.85,-6.911792,107.677719,29.19,12,0,120.54,1613676
8.59,-17.36,20.19,26.38,4.14,-6.911799,107.677719,29.08,12,1,120.54,1613883
7.58,-28.54,18.28,21.56,57.32,-6.911814,107.677711,28.47,12,0,122.07,1614090
6.76,-6.22,21.15,26.28,107.06,-6.911829,107.677711,29.48,12,2,125.12,1614297
5.64,7.36,11.22,20.36,67.52,-6.911843,107.677711,29.04,12,0,137.33,1614506
10.14,8.02,11.72,14.72,32.71,-6.911858,107.677704,29.24,12,0,123.60,1614713
8.21,7.04,23.25,20.44,17.21,-6.911872,107.677704,29.76,12,0,143.43,1614920
10.36,28.10,22.84,27.89,106.72,-6.911887,107.677696,28.54,12,5,305.18,1615127
6.69,13.02,23.03,28.62,73.83,-6.911908,107.677696,29.11,12,0,109.86,1615334
8.90,-23.28,20.52,20.88,177.03,-6.911908,107.677696,29.11,12,0,38.15,1615541
8.18,0.41,26.04,25.40,111.13,-6.911928,107.677689,28.89,12,0,90.03,1615748
6.45,1.26,14.71,17.14,17.11,-6.911941,107.677681,27.91,12,0,56.46,1615957
3.00,3.24,15.88,11.28,14.87,-6.911954,107.677681,28.85,12,0,192.26,1616164
0.50,-1.83,25.04,24.91,28.39,-6.911968,107.677673,28.69,12,0,74.77,1616371
0.36,-18.38,21.98,27.06,81.17,-6.911982,107.677673,28.69,12,0,115.97,1616578
-1.23,-3.37,11.76,14.36,69.78,-6.912009,107.677658,28.69,12,0,70.19,1616785
-1.84,-25.16,22.74,26.80,106.03,-6.912023,107.677650,30.19,12,2,112.92,1616992
-4.09,-35.72,23.87,24.51,53.08,-6.912036,107.677643,29.84,12,0,141.91,1617201
-2.76,-45.16,6.42,13.47,51.81,-6.912043,107.677643,29.41,12,0,151.06,1617409
-2.49,-42.33,9.62,18.84,11.56,-6.912059,107.677635,32.67,12,1,181.58,1617616
-1.73,-49.07,10.87,17.28,37.57,-6.912076,107.677635,33.37,12,1,111.39,1617823
-1.69,-87.27,15.95,8.44,186.69,-6.912093,107.677628,36.45,12,0,120.54,1618030
-0.13,-119.38,26.12,31.16,163.54,-6.912113,107.677620,39.74,12,0,109.86,1618237
-3.52,-133.24,17.11,24.11,80.47,-6.912144,107.677605,34.61,12,0,193.79,1618444
-2.00,-117.16,22.29,21.35,66.98,-6.912158,107.677597,31.71,12,4,144.96,1618653
-0.01,-122.08,13.23,17.73,36.22,-6.912158,107.677597,31.71,12,0,151.06,1618860
-0.49,-145.80,19.44,23.52,125.92,-6.912170,107.677589,31.65,12,0,129.70,1619067
-1.43,-137.10,16.12,19.44,28.25,-6.912183,107.677582,29.78,12,7,131.23,1619274
-0.03,-146.07,21.01,19.74,58.30,-6.912196,107.677574,30.04,12,0,144.96,1619484
-1.13,-167.23,25.60,26.48,115.67,-6.912220,107.677559,30.04,12,0,128.17,1619691
0.25,-179.03,11.32,16.73,75.60,-6.912226,107.677551,30.22,12,0,167.85,1619900
0.69,-162.45,13.30,8.77,62.83,-6.912239,107.677544,30.80,12,0,115.97,1620106
-0.23,-176.58,5.31,8.49,84.58,-6.912239,107.677544,30.80,12,0,114.44,1620313
1.67,-176.63,5.16,10.48,17.67,-6.912264,107.677528,29.93,12,2,96.13,1620520
1.19,-186.74,10.22,6.70,66.60,-6.912277,107.677521,29.78,12,2,123.60,1620727
4.77,-191.85,17.36,24.29,47.47,-6.912289,107.677505,30.00,12,0,108.34,1620934
6.32,-174.40,5.80,5.81,66.54,-6.912300,107.677498,29.67,12,0,120.54,1621143
6.08,-183.35,9.05,17.82,62.34,-6.912317,107.677483,30.11,12,0,138.85,1621350
8.17,-194.91,14.97,15.92,71.41,-6.912333,107.677467,29.95,12,0,132.75,1621557
9.37,-209.92,13.60,20.67,92.50,-6.912333,107.677467,29.95,12,0,126.65,1621764
9.52,-216.46,20.28,14.84,58.50,-6.912355,107.677444,29.95,12,0,129.70,1621971
9.06,-214.47,15.56,20.40,13.33,-6.912365,107.677437,29.67,12,3,160.22,1622178
7.12,-217.20,8.24,12.15,42.59,-6.912371,107.677429,29.21,12,2,175.48,1622387
10.57,-193.00,10.32,5.23,104.23,-6.912381,107.677422,29.17,12,1,134.28,1622595
7.55,-240.47,24.77,27.26,251.56,-6.912391,107.677406,29.37,12,1,13.73,1622802
8.18,-219.65,14.48,21.76,77.13,-6.912400,107.677399,28.87,12,0,93.08,1623009
7.95,-245.33,5.83,6.84,149.45,-6.912409,107.677391,29.09,12,2,144.96,1623216
6.38,-245.64,6.08,13.15,27.34,-6.912419,107.677376,28.69,12,0,122.07,1623423
5.27,-240.56,22.21,27.06,3.24,-6.912428,107.677368,28.59,12,3,125.12,1623630
3.61,-242.54,23.05,22.06,35.95,-6.912436,107.677353,28.30,12,0,105.29,1623839
3.63,-229.72,18.25,14.18,35.77,-6.912446,107.677345,28.39,12,0,106.81,1624046
4.43,-252.38,23.03,18.75,134.57,-6.912454,107.677330,29.04,12,1,108.34,1624253
3.97,-245.29,21.26,21.15,11.23,-6.912467,107.677315,28.93,12,0,144.96,1624460
1.90,-254.00,9.01,13.41,73.79,-6.912478,107.677299,28.93,12,0,96.13,1624667
2.61,-254.61,12.27,20.95,27.45,-6.912478,107.677299,28.93,12,5,119.02,1624874
3.41,-242.83,27.60,24.95,33.32,-6.912486,107.677284,28.17,12,4,126.65,1625083
8.90,-196.46,26.67,30.50,204.46,-6.912493,107.677269,28.17,12,0,6.10,1625290
8.58,-219.31,29.42,33.97,127.76,-6.912505,107.677254,27.93,12,0,143.43,1625497
5.51,-207.12,17.65,17.34,47.58,-6.912512,107.677238,28.50,12,1,114.44,1625704
2.93,-189.63,29.38,27.74,61.49,-6.912519,107.677231,28.00,12,0,94.60,1625911
2.48,-175.98,16.65,16.43,49.92,-6.912526,107.677216,29.04,12,0,126.65,1626118
2.68,-152.31,23.43,28.94,98.39,-6.912532,107.677200,27.65,12,0,158.69,1626327
3.02,-132.15,28.92,33.54,88.55,-6.912539,107.677193,27.61,12,0,115.97,1626534
-0.41,-148.82,21.77,26.45,99.79,-6.912545,107.677177,27.63,12,0,122.07,1626741
-5.09,-103.77,28.99,33.19,204.92,-6.912551,107.677170,28.21,12,0,126.65,1626948
-3.14,-112.23,12.95,17.52,52.15,-6.912558,107.677155,28.02,12,0,216.67,1627155
0.04,-113.33,11.30,11.50,34.28,-6.912563,107.677139,28.21,12,0,128.17,1627361
2.66,-90.99,21.69,22.01,100.79,-6.912570,107.677124,29.19,12,0,105.29,1627570
2.58,-99.70,23.35,28.87,51.32,-6.912576,107.677116,27.17,12,0,117.49,1627777
4.19,-110.79,8.35,14.91,64.48,-6.912581,107.677101,28.22,12,0,125.12,1627984
3.30,-106.29,8.69,6.50,23.13,-6.912585,107.677086,28.06,12,0,158.69,1628191
2.43,-93.05,21.75,26.00,57.56,-6.912591,107.677071,27.48,12,0,106.81,1628398
-1.21,-101.79,19.47,21.39,54.95,-6.912595,107.677055,28.09,12,0,128.17,1628605
2.00,-149.73,27.95,30.75,254.79,-6.912598,107.677040,27.34,12,0,129.70,1628812
1.92,-115.08,20.58,21.98,165.41,-6.912602,107.677025,27.84,12,0,122.07,1629021
9.44,-115.78,29.42,33.97,41.17,-6.912604,107.677017,28.08,12,0,170.90,1629228
8.34,-124.29,21.33,26.13,52.61,-6.912607,107.677002,27.45,12,0,155.64,1629435
9.34,-129.23,14.09,22.07,37.04,-6.912609,107.676987,28.22,12,0,117.49,1629642
7.93,-135.21,22.21,26.90,44.11,-6.912611,107.676971,27.28,12,0,114.44,1629849
8.61,-134.05,21.94,27.75,9.57,-6.912611,107.676956,27.98,12,0,119.02,1630056
5.78,-110.98,21.06,24.35,101.00,-6.912612,107.676941,26.50,12,2,125.12,1630265
9.12,-100.58,8.59,7.89,46.50,-6.912612,107.676933,27.21,12,0,105.29,1630472
8.99,-57.44,24.72,27.11,199.16,-6.912613,107.676918,27.91,12,0,129.70,1630679
9.31,-63.19,9.81,14.88,34.35,-6.912613,107.676903,27.45,12,0,122.07,1630886
9.00,-45.88,21.57,19.66,79.03,-6.912611,107.676888,27.82,12,2,132.75,1631093
3.70,-49.79,21.27,16.13,33.49,-6.912609,107.676857,27.32,12,0,47.30,1631300
4.41,-65.49,21.78,26.61,81.82,-6.912609,107.676857,27.32,12,3,234.99,1631510
3.24,-98.00,24.38,29.71,165.44,-6.912608,107.676842,27.15,12,0,138.85,1631717
2.84,-101.83,18.36,22.94,31.86,-6.912608,107.676826,28.19,12,0,125.12,1631924
2.45,-105.60,18.36,22.94,31.86,-6.912607,107.676811,27.48,12,0,123.60,1632131
2.98,-99.09,20.65,20.04,25.33,-6.912607,107.676811,27.48,12,0,148.01,1632338
2.58,-87.08,22.61,20.81,56.93,-6.912603,107.676781,27.21,12,0,132.75,1632545
1.07,-89.69,22.02,21.06,25.79,-6.912601,107.676765,25.98,12,0,236.51,1632754
0.12,-74.34,24.40,24.71,63.20,-6.912599,107.676758,26.72,12,1,123.60,1632961
0.54,-53.90,17.76,24.54,96.05,-6.912597,107.676743,26.58,12,0,73.24,1633168
1.13,-59.72,11.26,16.82,38.10,-6.912593,107.676720,26.63,12,0,137.33,1633375
3.97,-56.31,23.65,29.12,18.83,-6.912593,107.676720,26.63,12,0,126.65,1633583
-1.21,-40.84,23.81,20.92,72.84,-6.912590,107.676697,28.11,12,0,62.56,1633790
1.13,-41.58,20.51,20.28,15.48,-6.912584,107.676674,27.45,12,3,141.91,1633998
-1.84,-34.47,10.85,20.15,34.35,-6.912584,107.676674,27.45,12,2,262.45,1634207
-1.61,-41.81,27.82,24.50,46.24,-6.912581,107.676659,27.15,12,0,228.88,1634415
-5.73,-4.91,20.71,21.82,183.36,-6.912577,107.676636,25.98,12,1,129.70,1634623
-3.40,-19.05,28.46,27.95,65.78,-6.912574,107.676628,27.15,12,1,100.71,1634830
-6.01,-57.25,19.62,22.01,190.76,-6.912571,107.676613,26.76,12,0,132.75,1635040
-9.93,-30.80,20.23,20.38,129.10,-6.912566,107.676582,26.67,12,1,143.43,1635247
-7.89,-24.74,17.01,16.62,32.08,-6.912566,107.676582,26.67,12,0,115.97,1635457
-6.77,-9.79,20.16,22.08,70.07,-6.912563,107.676575,26.19,12,0,170.90,1635665
-6.95,-2.43,15.66,15.63,34.41,-6.912560,107.676559,26.43,12,0,99.18,1635872
-5.02,7.71,20.76,21.68,49.78,-6.912557,107.676544,26.95,12,0,115.97,1636079
-6.16,-2.39,21.81,25.17,48.05,-6.912554,107.676537,26.43,12,3,125.12,1636287
-5.24,-3.17,6.32,10.45,12.02,-6.912549,107.676514,26.58,12,0,123.60,1636494
-5.89,-3.67,20.62,20.21,17.08,-6.912549,107.676514,26.58,12,0,128.17,1636703
-6.42,-2.98,8.97,14.39,5.65,-6.912543,107.676491,25.95,12,0,112.92,1636910
0.00,-22.51,25.60,23.54,97.22,-6.912540,107.676476,25.71,12,0,123.60,1637117
-2.28,-10.76,14.40,11.86,50.82,-6.912540,107.676476,25.71,12,0,167.85,1637324
-2.11,-16.58,11.77,17.13,32.14,-6.912535,107.676453,25.91,12,0,157.17,1637532
-0.60,-9.34,8.35,16.49,34.57,-6.912531,107.676437,26.06,12,0,143.43,1637739
0.05,22.46,17.32,22.45,154.84,-6.912528,107.676422,25.93,12,0,222.78,1637946
-0.90,20.33,10.43,13.61,12.46,-6.912525,107.676414,25.67,12,0,135.80,1638157
2.32,19.27,16.44,23.64,17.86,-6.912521,107.676392,25.13,12,0,149.54,1638363
2.05,2.91,13.93,16.97,80.04,-6.912521,107.676392,25.13,12,1,45.78,1638570
-3.36,6.48,25.39,25.09,24.53,-6.912517,107.676376,25.04,12,0,134.28,1638777
-1.84,28.69,17.21,16.52,107.26,-6.912514,107.676361,25.28,12,2,131.23,1638984
-3.95,49.05,14.16,12.89,105.69,-6.912510,107.676353,25.50,12,2,109.86,1639191
-5.01,-3.27,19.60,20.39,250.49,-6.912505,107.676331,24.52,12,0,202.94,1639400
-3.66,-28.77,29.42,33.97,122.22,-6.912502,107.676323,24.96,12,2,131.23,1639607
-2.06,2.48,11.23,19.02,150.91,-6.912498,107.676308,25.48,12,5,204.47,1639814
-4.47,-0.63,6.76,5.48,19.61,-6.912496,107.676300,24.08,12,0,131.23,1640021
-4.23,6.02,3.68,9.79,35.11,-6.912492,107.676285,24.46,12,0,148.01,1640228
0.24,7.50,6.63,9.44,23.09,-6.912490,107.676270,25.00,12,0,119.02,1640435
2.13,6.05,23.39,28.91,8.63,-6.912487,107.676262,24.91,12,0,105.29,1640644
0.87,-9.44,19.75,23.08,76.85,-6.912484,107.676247,24.65,12,0,117.49,1640851
-1.41,-14.71,4.29,9.65,29.99,-6.912480,107.676239,24.26,12,0,143.43,1641058
-0.97,-22.19,6.38,14.83,37.70,-6.912477,107.676224,24.06,12,1,122.07,1641265
-2.47,-21.81,2.07,11.52,10.85,-6.912475,107.676208,25.00,12,1,117.49,1641472
-6.09,-36.51,16.16,11.37,77.25,-6.912471,107.676201,23.76,12,3,114.44,1641679
-2.59,-32.49,3.99,13.22,24.03,-6.912468,107.676186,24.74,12,2,151.06,1641886
-5.06,-40.66,12.22,19.34,45.90,-6.912463,107.676163,24.32,12,0,163.27,1642095
-1.32,-47.99,7.01,8.76,47.94,-6.912460,107.676155,24.32,12,1,115.97,1642302
-1.17,-90.90,27.77,24.20,213.31,-6.912458,107.676147,24.15,12,0,129.70,1642509
-1.55,-121.32,25.17,30.36,157.25,-6.912458,107.676147,24.15,12,0,109.86,1642716
-3.32,-124.27,20.59,20.50,29.13,-6.912453,107.676125,23.85,12,0,115.97,1642923
-2.12,-121.66,4.22,10.47,5.90,-6.912451,107.676109,23.67,12,0,141.91,1643130
-5.79,-137.09,17.20,11.63,89.84,-6.912451,107.676109,23.67,12,0,138.85,1643339
-4.42,-155.48,27.94,30.69,100.11,-6.912449,107.676086,23.89,12,0,114.44,1643546
-3.03,-132.34,9.08,15.09,96.90,-6.912447,107.676071,24.78,12,0,151.06,1643753
-3.58,-139.76,16.45,13.78,53.71,-6.912445,107.676064,24.13,12,0,158.69,1643960
-3.58,-136.52,9.37,13.04,2.90,-6.912442,107.676048,24.09,12,0,131.23,1644167
-3.02,-135.71,3.38,10.56,16.89,-6.912437,107.676033,23.80,12,0,114.44,1644374
-2.74,-122.11,18.99,25.48,56.18,-6.912437,107.676033,23.80,12,8,151.06,1644583
-2.14,-133.77,22.42,25.90,67.85,-6.912431,107.676003,24.13,12,3,144.96,1644790
-0.70,-132.88,9.71,10.09,14.17,-6.912428,107.675987,24.41,12,0,152.59,1644997
0.36,-122.96,15.03,21.74,39.34,-6.912428,107.675987,24.41,12,0,137.33,1645204
-1.08,-125.21,14.94,19.69,23.51,-6.912426,107.675964,24.46,12,0,148.01,1645411
-1.71,-131.72,17.54,21.29,42.85,-6.912424,107.675957,24.46,12,0,122.07,1645618
-1.53,-122.35,10.75,17.16,33.91,-6.912422,107.675949,24.15,12,0,112.92,1645827
-1.60,-119.68,8.15,15.53,14.77,-6.912418,107.675926,24.04,12,0,134.28,1646034
-1.30,-111.86,6.27,15.91,26.30,-6.912416,107.675919,23.80,12,0,120.54,1646241
-0.81,-108.35,20.07,23.48,7.56,-6.912414,107.675911,23.74,12,0,99.18,1646448
-1.79,-117.48,6.78,15.52,56.81,-6.912411,107.675903,23.41,12,0,140.38,1646655
-3.38,-117.01,20.04,23.89,15.88,-6.912408,107.675888,22.96,12,0,65.61,1646862
-5.99,-115.35,15.18,11.39,10.40,-6.912405,107.675880,22.82,12,0,114.44,1647069
-5.86,-106.16,18.14,18.50,31.87,-6.912402,107.675865,23.50,12,0,120.54,1647278
-8.33,-100.39,6.16,13.29,22.63,-6.912398,107.675858,22.71,12,0,47.30,1647485
-7.94,-95.90,3.77,6.97,13.73,-6.912395,107.675842,22.46,12,0,129.70,1647692
-9.09,-86.15,5.22,11.16,39.29,-6.912394,107.675835,22.85,12,0,137.33,1647899
-8.68,-79.27,9.59,9.83,22.92,-6.912392,107.675819,23.34,12,1,177.00,1648106
-6.95,-77.34,2.46,8.96,7.19,-6.912390,107.675797,23.52,12,1,105.29,1648313
-6.53,-69.73,14.65,18.60,30.15,-6.912390,107.675797,23.52,12,0,134.28,1648522
-2.57,-68.18,10.59,11.92,19.94,-6.912387,107.675789,23.52,12,0,144.96,1648729
-3.38,-67.52,21.03,27.03,10.01,-6.912383,107.675766,22.65,12,5,115.97,1648936
-1.98,-65.95,12.63,7.79,18.12,-6.912381,107.675758,22.84,12,2,198.36,1649143
-1.17,-64.57,10.92,13.64,4.16,-6.912381,107.675758,22.84,12,2,143.43,1649350
1.14,-37.53,22.01,27.80,128.93,-6.912375,107.675735,23.09,12,0,93.08,1649557
0.33,-26.88,12.57,20.08,52.02,-6.912372,107.675728,23.19,12,0,54.93,1649766
4.28,20.79,28.05,31.07,229.08,-6.912371,107.675713,21.76,12,0,148.01,1649973
3.16,14.31,19.69,22.40,32.29,-6.912369,107.675705,21.08,12,0,126.65,1650180
3.23,14.49,4.92,12.53,12.70,-6.912365,107.675690,22.63,12,0,114.44,1650387
3.34,18.85,9.55,15.59,22.90,-6.912363,107.675682,22.48,12,0,108.34,1650595
2.85,9.08,9.42,15.17,43.68,-6.912360,107.675674,22.02,12,0,76.29,1650802
2.23,36.45,21.52,26.98,136.63,-6.912354,107.675652,21.87,12,0,109.86,1651009
2.01,36.92,7.39,14.98,10.42,-6.912354,107.675652,21.87,12,0,141.91,1651218
4.92,35.24,3.15,12.51,16.70,-6.912350,107.675636,21.39,12,4,109.86,1651425
4.92,31.56,11.84,18.71,13.27,-6.912346,107.675621,22.82,12,0,158.69,1651632
4.56,16.70,25.91,30.98,70.03,-6.912344,107.675613,20.96,12,0,144.96,1651839
5.03,26.23,13.73,12.69,49.44,-6.912340,107.675606,21.72,12,0,151.06,1652046
2.23,13.06,20.07,26.30,64.51,-6.912337,107.675591,21.24,12,0,64.09,1652253
6.78,13.18,28.01,23.41,12.23,-6.912334,107.675583,21.45,12,4,131.23,1652462
5.33,48.62,21.81,22.62,173.37,-6.912333,107.675575,21.26,12,1,85.45,1652669
4.97,29.66,19.78,21.11,88.98,-6.912330,107.675560,21.45,12,0,161.74,1652876
4.96,39.12,5.35,11.72,50.01,-6.912327,107.675552,21.95,12,0,128.17,1653083
5.28,48.43,15.44,17.06,49.39,-6.912324,107.675545,21.26,12,2,143.43,1653290
8.62,47.99,20.29,24.88,14.70,-6.912321,107.675529,20.91,12,0,146.48,1653497
8.27,26.63,26.04,24.93,97.07,-6.912318,107.675514,20.85,12,1,149.54,1653704
9.83,29.39,10.01,11.39,21.13,-6.912315,107.675499,20.43,12,1,120.54,1653911
10.66,30.77,7.63,17.25,17.48,-6.912313,107.675491,20.43,12,0,120.54,1654118
10.29,42.50,12.83,17.22,60.30,-6.912313,107.675491,20.43,12,0,112.92,1654325
10.61,38.14,7.13,13.30,16.40,-6.912310,107.675476,20.89,12,2,146.48,1654532
10.31,34.71,9.93,16.64,14.81,-6.912307,107.675461,21.06,12,11,389.10,1654739
9.78,23.10,16.84,23.92,53.94,-6.912305,107.675453,20.82,12,14,450.13,1654946
6.91,22.48,15.97,19.70,9.98,-6.912303,107.675446,21.63,12,22,282.29,1655155
8.62,37.91,21.73,20.76,79.85,-6.912300,107.675430,20.89,12,25,399.78,1655362
8.85,88.50,16.87,18.06,251.44,-6.912300,107.675430,20.89,12,25,370.79,1655569
8.55,94.15,14.75,14.63,34.57,-6.912296,107.675415,20.61,12,33,231.93,1655776
7.24,102.05,6.58,15.53,46.79,-6.912294,107.675400,20.78,12,33,579.83,1655983
9.16,93.86,13.28,21.56,30.16,-6.912292,107.675392,20.63,12,42,332.64,1656190
11.04,85.83,13.28,21.56,30.16,-6.912289,107.675385,21.15,12,43,737.00,1656399
14.44,104.89,21.04,25.79,103.69,-6.912285,107.675362,20.48,12,56,480.65,1656606
15.18,96.87,10.28,5.99,29.73,-6.912285,107.675362,20.48,12,53,712.59,1656813
14.08,98.70,13.54,16.87,21.90,-6.912281,107.675339,20.65,12,53,718.69,1657020
13.06,91.63,12.97,14.84,24.38,-6.912279,107.675339,20.24,12,56,697.33,1657227
12.20,90.21,9.43,16.72,7.66,-6.912277,107.675323,20.22,12,57,593.57,1657434
11.02,71.74,21.02,20.56,83.36,-6.912275,107.675316,20.17,12,62,669.86,1657643
10.84,68.18,6.40,13.08,10.08,-6.912273,107.675308,20.24,12,63,933.84,1657850
10.91,69.18,7.78,15.77,11.84,-6.912271,107.675293,20.09,12,61,799.56,1658057
9.62,63.97,17.00,17.55,21.50,-6.912268,107.675285,19.82,12,63,769.04,1658264
9.62,65.95,1.85,11.12,15.97,-6.912266,107.675278,20.26,12,66,930.79,1658471
8.79,57.91,8.46,14.99,31.62,-6.912263,107.675262,19.85,12,63,846.86,1658678
8.47,51.11,6.63,11.73,25.99,-6.912261,107.675255,19.98,12,69,848.39,1658885
6.91,72.52,14.24,13.83,105.63,-6.912259,107.675247,20.02,12,78,825.50,1659095
5.53,66.40,7.74,17.17,23.89,-6.912257,107.675232,20.11,12,80,421.14,1659302
5.52,67.76,8.96,9.48,14.80,-6.912254,107.675224,19.98,12,89,1231.38,1659509
6.72,53.82,9.01,14.27,61.95,-6.912252,107.675217,19.98,12,88,808.72,1659716
6.21,63.08,13.74,15.74,49.18,-6.912250,107.675209,19.98,12,94,1687.62,1659923
7.71,70.75,2.32,10.51,44.54,-6.912247,107.675194,19.48,12,99,1400.76,1660130
6.12,74.03,10.35,12.49,18.26,-6.912247,107.675194,19.48,12,99,5047.61,1660339
6.89,67.52,18.34,22.91,24.41,-6.912242,107.675171,19.58,12,99,7412.72,1660546
5.48,90.44,19.80,22.50,118.95,-6.912240,107.675163,19.78,12,99,6692.50,1660754
4.81,86.52,3.41,9.39,13.14,-6.912238,107.675156,19.11,12,99,5984.50,1660961
4.78,76.88,4.05,12.59,37.48,-6.912236,107.675140,19.46,12,99,4374.69,1661168
5.31,76.90,13.46,13.75,9.66,-6.912234,107.675133,19.43,12,99,1364.14,1661375
6.32,87.65,13.30,15.87,58.38,-6.912232,107.675125,19.95,12,99,6202.70,1661584
8.09,90.73,16.64,23.78,26.74,-6.912230,107.675117,19.83,12,99,6629.94,1661791
5.43,93.58,5.40,9.68,29.10,-6.912228,107.675102,19.48,12,99,6085.21,1661998
6.64,103.90,12.06,15.54,59.31,-6.912226,107.675095,20.56,12,99,5541.99,1662205
6.60,97.77,3.43,10.37,18.92,-6.912223,107.675087,20.85,12,99,5203.25,1662412
4.12,93.59,19.94,23.71,16.09,-6.912221,107.675072,20.85,12,99,2919.01,1662619
4.79,99.66,6.22,8.26,42.37,-6.912218,107.675056,20.54,12,99,6137.08,1662826
5.85,97.71,5.42,7.20,10.18,-6.912215,107.675049,22.41,12,99,5876.16,1663035
3.96,84.63,17.37,17.07,58.05,-6.912213,107.675034,20.87,12,99,5789.18,1663242
3.36,76.12,13.19,18.29,33.98,-6.912210,107.675026,21.63,12,99,3938.29,1663449
2.54,84.55,17.87,17.96,51.30,-6.912209,107.675018,21.87,12,99,3825.38,1663656
2.27,59.77,20.13,23.58,112.67,-6.912206,107.675003,21.91,12,99,3567.50,1663863
2.99,76.07,8.87,16.93,85.72,-6.912203,107.674995,22.32,12,99,4199.22,1664070
4.90,73.31,10.84,17.08,8.83,-6.912201,107.674980,22.67,12,99,4498.29,1664290
1.85,59.57,6.01,5.00,63.42,-6.912197,107.674965,23.11,12,99,4699.71,1664499
2.19,51.73,8.53,9.06,38.73,-6.912194,107.674950,23.11,12,99,5413.82,1664706
4.53,46.32,10.61,18.13,26.20,-6.912194,107.674950,23.11,12,99,6326.29,1664914
5.18,51.67,1.78,9.64,30.54,-6.912194,107.674950,23.11,12,99,6489.56,1665121
6.45,46.01,10.42,17.57,22.57,-6.912185,107.674911,23.00,12,99,7751.46,1665328
4.96,40.03,14.68,4.89,30.85,-6.912183,107.674896,23.32,12,99,5935.67,1665537
6.08,46.16,20.50,24.44,34.26,-6.912180,107.674889,23.17,12,99,5886.84,1665744
6.90,44.80,7.09,9.16,3.81,-6.912178,107.674873,23.26,12,99,0.00,1665951
7.19,50.95,13.37,14.68,34.70,-6.912173,107.674850,25.00,12,99,0.00,1666160
9.31,66.43,2.82,8.62,81.94,-6.912173,107.674850,25.00,12,99,5377.20,1666367
8.37,58.83,4.17,10.32,31.89,-6.912170,107.674843,23.32,12,99,5377.20,1666574
8.76,49.47,6.59,5.92,38.14,-6.912168,107.674828,23.91,12,99,4306.03,1666781
5.95,19.63,21.07,22.11,100.99,-6.912165,107.674812,24.58,12,99,4058.84,1666991
6.44,14.93,6.85,8.63,22.90,-6.912161,107.674797,24.11,12,99,4850.77,1667198
7.24,12.28,4.55,12.51,14.79,-6.912161,107.674797,24.11,12,99,2497.86,1667405
7.24,12.28,4.55,12.51,14.79,-6.912158,107.674782,24.45,12,99,2674.87,1667612
5.44,-4.43,4.95,12.61,18.07,-6.912155,107.674767,24.45,12,99,4295.35,1667819
5.39,14.22,20.23,23.11,90.80,-6.912151,107.674759,24.93,12,99,2798.46,1668026
4.00,8.52,10.40,12.78,29.48,-6.912148,107.674744,24.87,12,99,3251.65,1668236
4.37,15.50,22.18,25.06,33.72,-6.912146,107.674728,24.65,12,99,2943.42,1668444
